id,title,source_path,archive_path,output_path,status,input_i_lufs,input_tp_db,input_lra,effective_target_lufs,target_offset_db,applied_gain_db,uncapped_gain_db,flags,notes
denavabm_20090729_035000,Bear huffing,highlights/audio/MAMMALS/DENAVABM_20090729_035000_Bear huffing.mp3,archive/pre_loudness_normalize/highlights/audio/MAMMALS/DENAVABM_20090729_035000_Bear huffing.mp3,highlights/audio_normalized/MAMMALS/DENAVABM_20090729_035000_Bear huffing.mp3,ok,-43.94,-8.64,2.2,-31.94,-0.3,12.0,25.94,gain_capped,boost capped at 12.0 dB (would have been 25.9 dB)
glbabartc_20210628_065656,Humpback Whale vocalizations and slapping with Sooty Grouse and avian chorus,highlights/audio/MAMMALS/GLBABARTC_20210628_065656 Humpback Whale vocalizations and slapping with Sooty Grouse and avian chorus TRIM COMPRESS AMPLIFY FADE.mp3,archive/pre_loudness_normalize/highlights/audio/MAMMALS/GLBABARTC_20210628_065656 Humpback Whale vocalizations and slapping with Sooty Grouse and avian chorus TRIM COMPRESS AMPLIFY FADE.mp3,highlights/audio_normalized/MAMMALS/GLBABARTC_20210628_065656 Humpback Whale vocalizations and slapping with Sooty Grouse and avian chorus TRIM COMPRESS AMPLIFY FADE.mp3,ok,-26.9,-1.66,28.3,-18.0,1.94,8.9,8.9,,
glbabartc_20210628_065656-mp3,Humpback Whale vocalizations and slapping with Sooty Grouse and avian chorus TRIMMED MORE,"highlights/audio/MAMMALS/GLBABARTC_20210628_065656 Humpback Whale vocalizations and slapping with Sooty Grouse and avian chorus TRIMMED MORE, COMPRESS AMPLIFY FADE.mp3","archive/pre_loudness_normalize/highlights/audio/MAMMALS/GLBABARTC_20210628_065656 Humpback Whale vocalizations and slapping with Sooty Grouse and avian chorus TRIMMED MORE, COMPRESS AMPLIFY FADE.mp3","highlights/audio_normalized/MAMMALS/GLBABARTC_20210628_065656 Humpback Whale vocalizations and slapping with Sooty Grouse and avian chorus TRIMMED MORE, COMPRESS AMPLIFY FADE.mp3",ok,-21.4,-1.12,24.1,-18.0,0.28,3.4,3.4,,
glbamcleod_20220611_034405,a long sequence of Humpback Whale breathing,highlights/audio/MAMMALS/GLBAMCLEOD_20220611_034405 a long sequence of Humpback Whale breathing TRIM.mp3,archive/pre_loudness_normalize/highlights/audio/MAMMALS/GLBAMCLEOD_20220611_034405 a long sequence of Humpback Whale breathing TRIM.mp3,highlights/audio_normalized/MAMMALS/GLBAMCLEOD_20220611_034405 a long sequence of Humpback Whale breathing TRIM.mp3,ok,-52.19,-33.33,16.8,-40.19,0.84,12.0,34.19,gain_capped,boost capped at 12.0 dB (would have been 34.2 dB)
glbarendu_20220610_213326,Humpback Whale with birdsong in background,highlights/audio/MAMMALS/GLBARENDU_20220610_213326 Humpback Whale with birdsong in background TRIM.mp3,archive/pre_loudness_normalize/highlights/audio/MAMMALS/GLBARENDU_20220610_213326 Humpback Whale with birdsong in background TRIM.mp3,highlights/audio_normalized/MAMMALS/GLBARENDU_20220610_213326 Humpback Whale with birdsong in background TRIM.mp3,ok,-40.04,-13.12,12.6,-28.04,1.72,12.0,22.04,gain_capped,boost capped at 12.0 dB (would have been 22.0 dB)
glbarendu_20220612_162613,low-pitched Humpback Whale calls,highlights/audio/MAMMALS/GLBARENDU_20220612_162613 low-pitched Humpback Whale calls.mp3,archive/pre_loudness_normalize/highlights/audio/MAMMALS/GLBARENDU_20220612_162613 low-pitched Humpback Whale calls.mp3,highlights/audio_normalized/MAMMALS/GLBARENDU_20220612_162613 low-pitched Humpback Whale calls.mp3,ok,-35.49,-13.74,20.2,-23.49,3.22,12.0,17.49,gain_capped,boost capped at 12.0 dB (would have been 17.5 dB)
glbarendu_20220613_214042,Humpback Whale slapping sounds,highlights/audio/MAMMALS/GLBARENDU_20220613_214042 Humpback Whale slapping sounds TRIM.mp3,archive/pre_loudness_normalize/highlights/audio/MAMMALS/GLBARENDU_20220613_214042 Humpback Whale slapping sounds TRIM.mp3,highlights/audio_normalized/MAMMALS/GLBARENDU_20220613_214042 Humpback Whale slapping sounds TRIM.mp3,ok,-26.59,-0.11,19.8,-18.0,6.63,8.59,8.59,hot_peak,input peak -0.1 dBFS — limiter will engage
glbarendu_20220613_234543,varied alarm calls including Hoary Marmot,highlights/audio/MAMMALS/GLBARENDU_20220613_234543 varied alarm calls including Hoary Marmot.mp3,archive/pre_loudness_normalize/highlights/audio/MAMMALS/GLBARENDU_20220613_234543 varied alarm calls including Hoary Marmot.mp3,highlights/audio_normalized/MAMMALS/GLBARENDU_20220613_234543 varied alarm calls including Hoary Marmot.mp3,ok,-45.72,-22.12,14.5,-33.72,3.22,12.0,27.72,gain_capped,boost capped at 12.0 dB (would have been 27.7 dB)
katm005_20100915_070024,excellent gutteral bear sounds,highlights/audio/MAMMALS/KATM005_20100915_070024 excellent gutteral bear sounds TRIM.mp3,archive/pre_loudness_normalize/highlights/audio/MAMMALS/KATM005_20100915_070024 excellent gutteral bear sounds TRIM.mp3,highlights/audio_normalized/MAMMALS/KATM005_20100915_070024 excellent gutteral bear sounds TRIM.mp3,ok,-28.43,-8.29,18.9,-18.0,2.77,10.43,10.43,high_gain,boost ~10.4 dB — may raise background noise
laclchba_20180703_060620,clear coyotes,highlights/audio/MAMMALS/LACLCHBA_20180703_060620 clear coyotes.mp3,archive/pre_loudness_normalize/highlights/audio/MAMMALS/LACLCHBA_20180703_060620 clear coyotes.mp3,highlights/audio_normalized/MAMMALS/LACLCHBA_20180703_060620 clear coyotes.mp3,ok,-22.15,-0.71,12.9,-18.0,1.66,4.15,4.15,,
wrstblmt_20150402_093032,clear wolves howling with Ptarmigan pt. 2,highlights/audio/MAMMALS/WRSTBLMT_20150402_093032 clear wolves howling with Ptarmigan pt. 2.mp3,archive/pre_loudness_normalize/highlights/audio/MAMMALS/WRSTBLMT_20150402_093032 clear wolves howling with Ptarmigan pt. 2.mp3,highlights/audio_normalized/MAMMALS/WRSTBLMT_20150402_093032 clear wolves howling with Ptarmigan pt. 2.mp3,ok,-46.86,-22.67,16.0,-34.86,1.55,12.0,28.86,gain_capped,boost capped at 12.0 dB (would have been 28.9 dB)
wrstblmt_20150402_093032-mp3,"clear wolves howling, slowly builds, Ptarmigan joins too!","highlights/audio/MAMMALS/WRSTBLMT_20150402_093032 clear wolves howling, slowly builds, Ptarmigan joins too!.mp3","archive/pre_loudness_normalize/highlights/audio/MAMMALS/WRSTBLMT_20150402_093032 clear wolves howling, slowly builds, Ptarmigan joins too!.mp3","highlights/audio_normalized/MAMMALS/WRSTBLMT_20150402_093032 clear wolves howling, slowly builds, Ptarmigan joins too!.mp3",ok,-57.82,-29.04,8.1,-45.82,-0.76,12.0,39.82,gain_capped,boost capped at 12.0 dB (would have been 39.8 dB)
wrstblmt_20150409_103518,Wolves howling - three distinct voices from an individual followed by group chorus,highlights/audio/MAMMALS/WRSTBLMT_20150409_103518 Wolves howling - three distinct voices from an individual followed by group chorus.mp3,archive/pre_loudness_normalize/highlights/audio/MAMMALS/WRSTBLMT_20150409_103518 Wolves howling - three distinct voices from an individual followed by group chorus.mp3,highlights/audio_normalized/MAMMALS/WRSTBLMT_20150409_103518 Wolves howling - three distinct voices from an individual followed by group chorus.mp3,ok,-47.29,-20.39,9.4,-35.29,-1.34,12.0,29.29,gain_capped,boost capped at 12.0 dB (would have been 29.3 dB)
wrstblmt_20150429_225402,clear Wolves howling,highlights/audio/MAMMALS/WRSTBLMT_20150429_225402 clear Wolves howling.mp3,archive/pre_loudness_normalize/highlights/audio/MAMMALS/WRSTBLMT_20150429_225402 clear Wolves howling.mp3,highlights/audio_normalized/MAMMALS/WRSTBLMT_20150429_225402 clear Wolves howling.mp3,ok,-44.65,-15.35,17.5,-32.65,2.52,12.0,26.65,gain_capped,boost capped at 12.0 dB (would have been 26.6 dB)
wrstblmt_20170128_072543,excellent wolf pack howling - beautiful spectrogram,highlights/audio/MAMMALS/WRSTBLMT_20170128_072543 excellent wolf pack howling - beautiful spectrogram - BANDPASS 100 - 4000 Hz AMPLIFY +8 dBFS.mp3,archive/pre_loudness_normalize/highlights/audio/MAMMALS/WRSTBLMT_20170128_072543 excellent wolf pack howling - beautiful spectrogram - BANDPASS 100 - 4000 Hz AMPLIFY +8 dBFS.mp3,highlights/audio_normalized/MAMMALS/WRSTBLMT_20170128_072543 excellent wolf pack howling - beautiful spectrogram - BANDPASS 100 - 4000 Hz AMPLIFY +8 dBFS.mp3,ok,-32.2,-13.74,20.0,-20.2,-0.35,12.0,14.2,gain_capped,boost capped at 12.0 dB (would have been 14.2 dB)
wrstblmt_20170204_124537,clear solitary wolf howling occasional background group,highlights/audio/MAMMALS/WRSTBLMT_20170204_124537 clear solitary wolf howling occasional background group BANDPASS 200 - 2500 Hz AMPLIFY +15 dBFS.mp3,archive/pre_loudness_normalize/highlights/audio/MAMMALS/WRSTBLMT_20170204_124537 clear solitary wolf howling occasional background group BANDPASS 200 - 2500 Hz AMPLIFY +15 dBFS.mp3,highlights/audio_normalized/MAMMALS/WRSTBLMT_20170204_124537 clear solitary wolf howling occasional background group BANDPASS 200 - 2500 Hz AMPLIFY +15 dBFS.mp3,ok,-32.88,-14.38,27.6,-20.88,3.51,12.0,14.88,gain_capped,boost capped at 12.0 dB (would have been 14.9 dB)
wrstblmt_20170204_124537-mp3,clear solitary wolf howling occasional background group,highlights/audio/MAMMALS/WRSTBLMT_20170204_124537 clear solitary wolf howling occasional background group.mp3,archive/pre_loudness_normalize/highlights/audio/MAMMALS/WRSTBLMT_20170204_124537 clear solitary wolf howling occasional background group.mp3,highlights/audio_normalized/MAMMALS/WRSTBLMT_20170204_124537 clear solitary wolf howling occasional background group.mp3,ok,-52.87,-28.39,17.1,-40.87,3.32,12.0,34.87,gain_capped,boost capped at 12.0 dB (would have been 34.9 dB)
wrstblmt_20170211_002212,solitary wolf howl leads into group howling,highlights/audio/MAMMALS/WRSTBLMT_20170211_002212 solitary wolf howl leads into group howling.mp3,archive/pre_loudness_normalize/highlights/audio/MAMMALS/WRSTBLMT_20170211_002212 solitary wolf howl leads into group howling.mp3,highlights/audio_normalized/MAMMALS/WRSTBLMT_20170211_002212 solitary wolf howl leads into group howling.mp3,ok,-54.14,-25.76,13.0,-42.14,0.75,12.0,36.14,gain_capped,boost capped at 12.0 dB (would have been 36.1 dB)
wrstblmt_20170322_201312,"clear solitary wolf howling, vocal cracking","highlights/audio/MAMMALS/WRSTBLMT_20170322_201312 clear solitary wolf howling, vocal cracking.mp3","archive/pre_loudness_normalize/highlights/audio/MAMMALS/WRSTBLMT_20170322_201312 clear solitary wolf howling, vocal cracking.mp3","highlights/audio_normalized/MAMMALS/WRSTBLMT_20170322_201312 clear solitary wolf howling, vocal cracking.mp3",ok,-48.81,-34.52,23.1,-36.81,6.26,12.0,30.81,gain_capped,boost capped at 12.0 dB (would have been 30.8 dB)
wrstcopa_20160313_014852,solitary wolf howl very clear,highlights/audio/MAMMALS/WRSTCOPA_20160313_014852 solitary wolf howl very clear.mp3,archive/pre_loudness_normalize/highlights/audio/MAMMALS/WRSTCOPA_20160313_014852 solitary wolf howl very clear.mp3,highlights/audio_normalized/MAMMALS/WRSTCOPA_20160313_014852 solitary wolf howl very clear.mp3,ok,-34.13,-21.88,10.6,-22.13,-1.15,12.0,16.13,gain_capped,boost capped at 12.0 dB (would have been 16.1 dB)
wrsttala_20160229_204005,clear group wolf howls,highlights/audio/MAMMALS/WRSTTALA_20160229_204005 clear group wolf howls TRIM.mp3,archive/pre_loudness_normalize/highlights/audio/MAMMALS/WRSTTALA_20160229_204005 clear group wolf howls TRIM.mp3,highlights/audio_normalized/MAMMALS/WRSTTALA_20160229_204005 clear group wolf howls TRIM.mp3,ok,-40.68,-21.42,12.3,-28.68,-1.25,12.0,22.68,gain_capped,boost capped at 12.0 dB (would have been 22.7 dB)
wrsttala_20160401_010659,relatively clear pair of wolves howling with reverberation,highlights/audio/MAMMALS/WRSTTALA_20160401_010659 relatively clear pair of wolves howling with reverberation TRIM AMPLIFY +10dB.mp3,archive/pre_loudness_normalize/highlights/audio/MAMMALS/WRSTTALA_20160401_010659 relatively clear pair of wolves howling with reverberation TRIM AMPLIFY +10dB.mp3,highlights/audio_normalized/MAMMALS/WRSTTALA_20160401_010659 relatively clear pair of wolves howling with reverberation TRIM AMPLIFY +10dB.mp3,ok,-46.72,-33.14,16.6,-34.72,1.22,12.0,28.72,gain_capped,boost capped at 12.0 dB (would have been 28.7 dB)
